1401695759000.0,563.9779052734375
1401695789000.0,563.6560668945312
1401695819000.0,565.2713623046875
1401695849000.0,565.6547241210938
1401695879000.0,564.8360595703125
1401695909000.0,565.5494384765625
1401695939000.0,565.591064453125
1401695969000.0,565.1531372070312
1401695999000.0,565.46728515625
1401696029000.0,565.6890258789062
1401696059000.0,565.4945068359375
1401696089000.0,565.5576171875
1401696119000.0,564.3909301757812
1401696149000.0,564.1795654296875
1401696179000.0,563.3997802734375
1401696209000.0,562.6881103515625
1401696239000.0,563.249755859375
1401696269000.0,563.6066284179688
1401696299000.0,563.5106811523438
1401696329000.0,562.9883422851562
1401696360000.0,563.168212890625
1401696390000.0,562.7338256835938
1401696420000.0,562.2554321289062
1401696450000.0,561.0128173828125
1401696480000.0,561.441162109375
1401696510000.0,561.447021484375
1401696540000.0,560.8271484375
1401696570000.0,560.554931640625
1401696600000.0,560.5120239257812
1401696630000.0,559.5712280273438
1401696660000.0,558.7969970703125
1401696690000.0,559.80224609375
1401696720000.0,559.3834228515625
1401696750000.0,558.9954223632812
1401696780000.0,558.9869384765625
1401696811000.0,558.8662719726562
1401696841000.0,559.0379028320312
1401696871000.0,558.850830078125
1401696901000.0,557.965087890625
1401696931000.0,557.86962890625
1401696961000.0,558.4111328125
1401696991000.0,557.5475463867188
1401697021000.0,556.52783203125
1401697051000.0,556.0208129882812
1401697081000.0,555.943359375
1401697111000.0,554.6264038085938
1401697141000.0,554.2571411132812
1401697171000.0,552.7401733398438
1401697201000.0,552.77294921875
1401697231000.0,553.8245239257812
1401697261000.0,552.4578247070312
1401697291000.0,553.6646728515625
1401697321000.0,552.9356689453125
1401697351000.0,561.5927734375
1401697381000.0,552.4286499023438
1401697411000.0,554.0680541992188
1401697441000.0,554.4857177734375
1401697471000.0,553.4757080078125
1401697501000.0,554.1141357421875
1401697531000.0,554.608154296875
1401697561000.0,554.0042114257812
1401697591000.0,553.9147338867188
1401697621000.0,553.227783203125
1401697652000.0,555.17626953125
1401697682000.0,554.5887451171875
1401697712000.0,553.435546875
1401697742000.0,553.2501831054688
1401697772000.0,553.75341796875
1401697802000.0,552.2809448242188
